cardId,sourceQueueId,title,category,domain,learnerLevel,difficulty,sourceLine,apSpecPath,specimenContext,normalComparatorPrompt,visualAnchorPlan,mimicFrame,reportingConsequencePrompt,completionGate,taxonomyQaGateStatus,taxonomyQaGateEvidence,contentAuthoringGateStatus,contentAuthoringGateEvidence,visualAnchorGateStatus,visualAnchorGateEvidence,retrievalKeyGateStatus,retrievalKeyGateEvidence,facultyReviewGateStatus,facultyReviewGateEvidence
"p0-pediatric-card-11-45e38801-0adb-49d9-84bd-be16c19fc785","ap_pediatric-45e38801-0adb-49d9-84bd-be16c19fc785","Early (First Trimester)","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15424","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Early (First Trimester)","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15424; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-12-c0206ff1-a17f-4ea8-8e1a-21ce0d37acc5","ap_pediatric-c0206ff1-a17f-4ea8-8e1a-21ce0d37acc5","Changes in Fetal Tissues after Fetal Death","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15426","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Late (Second and Third Trimester) Post-Term Pregnancy > Changes in Fetal Tissues after Fetal Death","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15426; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-13-9114a7c7-1376-4885-a413-d49b7739bd07","ap_pediatric-9114a7c7-1376-4885-a413-d49b7739bd07","Fetal Growth and Development","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15427","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Fetal Growth and Development","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15427; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-14-fbbb6e02-23de-4ead-b58a-48ce263a669e","ap_pediatric-fbbb6e02-23de-4ead-b58a-48ce263a669e","Abnormal Growth / Maturation / Ossification","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15428","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Abnormal Growth / Maturation / Ossification","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15428; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-15-f10901f9-ebaa-4127-bb2a-21acbd029242","ap_pediatric-f10901f9-ebaa-4127-bb2a-21acbd029242","Large for Gestation Age","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15484","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Intrauterine Growth Restriction > Large for Gestation Age","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15484; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-16-74ce2fa2-4ca3-4b5d-8a2e-76f35bbb14d2","ap_pediatric-74ce2fa2-4ca3-4b5d-8a2e-76f35bbb14d2","Immune","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15486","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Immune","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15486; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-17-91b590ba-fbca-4f07-b904-87975799e98f","ap_pediatric-91b590ba-fbca-4f07-b904-87975799e98f","Non-Immune","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15487","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Non-Immune","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15487; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-18-a9a38ce9-a4f4-4475-810f-a59192665f40","ap_pediatric-a9a38ce9-a4f4-4475-810f-a59192665f40","Syndromes","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15489","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Perinatal Pathology: Fetal/Neonatal Pathophysiology > Syndromes","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15489; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-19-8daf77da-451d-4ba4-ba24-a93b10258c2b","ap_pediatric-8daf77da-451d-4ba4-ba24-a93b10258c2b","Iatrogenic Complications","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15509","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Retinopathy of Prematurity > Iatrogenic Complications","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15509; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-20-73666072-c31e-49e3-9f76-c3ba0bc37e44","ap_pediatric-73666072-c31e-49e3-9f76-c3ba0bc37e44","Nutritional Disorders","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15511","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > Retinopathy of Prematurity > Nutritional Disorders","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15511; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-21-a7e60e24-167d-4f53-8af3-06e20673d489","ap_pediatric-a7e60e24-167d-4f53-8af3-06e20673d489","Genetic and Chromosomal Disorders","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15556","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > General Pathologic Principles and Syndromes > Genetic and Chromosomal Disorders","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15556; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-22-b8f5e1b8-3b77-4fee-88af-3704d1194c29","ap_pediatric-b8f5e1b8-3b77-4fee-88af-3704d1194c29","Trisomy 21","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15557","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > General Pathologic Principles and Syndromes > Trisomy 21","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15557; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-23-2ee4906d-9e5c-426a-87f9-506f95251f5a","ap_pediatric-2ee4906d-9e5c-426a-87f9-506f95251f5a","Trisomy 13","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15558","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > General Pathologic Principles and Syndromes > Trisomy 13","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15558; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-pediatric-card-24-4f183c9b-06e4-407c-987a-dd93580113da","ap_pediatric-4f183c9b-06e4-407c-987a-dd93580113da","Trisomy 18","Pediatric / Perinatal","Placental and maternal-fetal pathology","PGY1-PGY2","C","15559","Pediatric Pathology Topics for Anatomic Pathology Residents > Perinatal Pathology: Placental-Maternal-Fetal Relationships in Pregnancy > General Pathologic Principles and Syndromes > Trisomy 13 > Trisomy 18","placenta, membranes, cord, products of conception, or related maternal-fetal specimen with gestational age and clinical indication available","gestational-age appropriate placenta, membranes, cord, and villous maturation before abnormal pattern recognition","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","normal maturational change, sampling artifact, post-delivery change, molar mimic, maternal vascular malperfusion, fetal vascular malperfusion, or infection","gestational-age correlation, maternal/fetal risk implication, recurrence or genetic follow-up language, and clinically safe placental diagnosis phrasing","Not complete until taxonomy QA, pediatric/perinatal content, visual anchor, retrieval answer key, and faculty QA metadata are all satisfied.","ready-for-review","Generated from Pediatric / Perinatal AP specification path at source line 15559; faculty must confirm entity/process status and whether this belongs in pediatric, placental, perinatal, or genetics teaching.","missing","Needs source-backed definition, age/gestational-age comparator, morphology, mimic discriminator, clinical consequence, and safety pitfall.","missing","gross placental orientation or membrane/cord photograph plus low-power villous, basal plate, or membrane histology with gestational-age comparator","missing","Retrieval prompts are scaffolded; faculty-reviewed diagnosis/process, discriminator, and reporting answer key is not yet attached.","missing","Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
