cardId,sourceQueueId,title,category,learnerLevel,difficulty,apSpecPath,specimenContext,visualAnchorPlan,reportingConsequencePrompt,taxonomyQa,dermpathPatternOrEntityType,definition,clinicalContext,lowPowerPattern,highPowerFeature,topMimic,discriminator,ancillaryOrClinicalCorrelation,reportLanguage,safetyPitfall,visualAssetPathOrRationale,sourceCitation,retrievalAnswerKey,reviewer,reviewDate,decision,taxonomyQaGateStatus,taxonomyQaGateEvidence,contentAuthoringGateStatus,contentAuthoringGateEvidence,visualAnchorGateStatus,visualAnchorGateEvidence,retrievalKeyGateStatus,retrievalKeyGateEvidence,facultyReviewGateStatus,facultyReviewGateEvidence
"p0-dermpath-card-11-3ac9f2fc-d1cc-4020-b08c-c21026316d79","ap_dermpath-3ac9f2fc-d1cc-4020-b08c-c21026316d79","Verruga Peruana","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Verruga Peruana","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7721; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-12-5681fa5e-ef60-45ff-94c9-e5a07f4ecd4a","ap_dermpath-5681fa5e-ef60-45ff-94c9-e5a07f4ecd4a","Anthrax","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Anthrax","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7722; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-13-e1d571c3-d2ff-4177-8627-9f401674e6c6","ap_dermpath-e1d571c3-d2ff-4177-8627-9f401674e6c6","Yaws","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Yaws","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7726; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-14-c38ff563-d51c-43aa-911e-fabe130711ad","ap_dermpath-c38ff563-d51c-43aa-911e-fabe130711ad","Borrelioses/Lyme Disease/Erythema Migrans","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Borrelioses/Lyme Disease/Erythema Migrans","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7727; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-15-7633de21-5795-43cf-839f-b9814ebc33de","ap_dermpath-7633de21-5795-43cf-839f-b9814ebc33de","Tinea Nigra","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Tinea Nigra","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7847; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-16-07ce46e0-13be-4487-9d78-46afae32dfcc","ap_dermpath-07ce46e0-13be-4487-9d78-46afae32dfcc","Viral Diseases","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Fusariosis > Viral Diseases","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7859; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-17-ff89da0c-abc4-4133-abb0-0009c3b489f2","ap_dermpath-ff89da0c-abc4-4133-abb0-0009c3b489f2","Monkeypox","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Monkeypox","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7864; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-18-197d6410-5c97-489f-b639-fcebbb7d4e9d","ap_dermpath-197d6410-5c97-489f-b639-fcebbb7d4e9d","Eczema Herpeticum","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Eczema Herpeticum","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7956; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-19-af5cebcf-88e2-44e4-a544-cf3011ed6ba8","ap_dermpath-af5cebcf-88e2-44e4-a544-cf3011ed6ba8","Epstein-Barr Virus / Mucocutaneous Ulcer","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Epstein-Barr Virus / Mucocutaneous Ulcer","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7957; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-20-20907ae2-e3ee-4112-8de3-d46f85c1ca34","ap_dermpath-20907ae2-e3ee-4112-8de3-d46f85c1ca34","Retroviridae","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Hand, Foot, and Mouth Disease > Retroviridae","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7970; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-21-f52003b9-78a3-4eae-bf42-afd44ef095b7","ap_dermpath-f52003b9-78a3-4eae-bf42-afd44ef095b7","Human Immunodeficiency Virus (HIV)","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Human Immunodeficiency Virus (HIV)","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 7971; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-22-b2799c4b-07cd-457c-9e75-64eb7643ca63","ap_dermpath-b2799c4b-07cd-457c-9e75-64eb7643ca63","Demodicosis","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Demodicosis","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 8047; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-23-248f7d5e-6d82-4470-be26-f46c98e00938","ap_dermpath-248f7d5e-6d82-4470-be26-f46c98e00938","Hair Follicle Tumor","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Malignant Melanoma > Hair Follicle Tumor","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 8351; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
"p0-dermpath-card-24-79744982-840b-491a-b2cc-c942ce9da782","ap_dermpath-79744982-840b-491a-b2cc-c942ce9da782","Tumors of Bone","Dermatopathology","PGY1-PGY2","C","Dermatopathology Topics for Anatomic Pathology Residents > Inflammatory Reaction Patterns > Subungual Osteochondroma > Tumors of Bone","skin biopsy or excision, with clinical morphology, anatomic site, distribution, duration, and treatment context captured before slide review","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","pattern classification, organism or lineage confirmation when relevant, mimic exclusion, and report language that directs clinicopathologic correlation","","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Dermatopathology AP specification path at source line 8875; faculty must confirm whether this is an entity, pattern, infection, tumor family, or parser artifact.","missing","Needs source-backed definition, reaction-pattern placement, morphology, mimic discriminator, clinical correlation, and safety pitfall.","missing","low-power inflammatory pattern or tumor silhouette, high-power diagnostic feature, and normal/reactive skin comparator when available","missing","Dermpath prompt set exists; faculty-reviewed answer key is not yet attached.","missing","Dermatopathology reviewer, source citation, image/license status, and last-reviewed date are not yet attached."
