cardId,sourceQueueId,title,category,domain,learnerLevel,apSpecPath,specimenContext,normalComparatorPrompt,visualAnchorPlan,reportingConsequencePrompt,mimicFrame,taxonomyQa,definition,normalComparator,grossMorphologyAnchor,microscopicMorphologyAnchor,mechanismOfDiseaseOrDeath,topMimicOrArtifact,discriminator,reportOrAutopsyConsequence,safetyPitfall,visualAssetPathOrRationale,sourceCitation,retrievalAnswerKey,reviewer,reviewDate,decision,taxonomyQaGateStatus,taxonomyQaGateEvidence,contentAuthoringGateStatus,contentAuthoringGateEvidence,visualAnchorGateStatus,visualAnchorGateEvidence,retrievalKeyGateStatus,retrievalKeyGateEvidence,facultyReviewGateStatus,facultyReviewGateEvidence
"p0-cv-autopsy-batch-2-card-11-a7920b79-2f6b-4b5a-ac55-7e12964787aa","ap_cv-a7920b79-2f6b-4b5a-ac55-7e12964787aa","Tracheobronchial and Pulmonary Disorders of the Newborn","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Respiratory System and Mediastinum > Tracheobronchial and Pulmonary Disorders of the Newborn","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 15838; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-12-eddfa7bb-2db1-40c3-8333-4c2e2a838637","ap_cv-eddfa7bb-2db1-40c3-8333-4c2e2a838637","Bacterial Infections","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Respiratory System and Mediastinum > Bacterial Infections","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 15899; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-13-f03f546a-7576-48ba-9ea4-49d389873ceb","ap_cv-f03f546a-7576-48ba-9ea4-49d389873ceb","Trisomy 13","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Trisomy 13","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16029; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-14-9fd11184-a066-4a0c-a605-01acbb0d61e7","ap_cv-9fd11184-a066-4a0c-a605-01acbb0d61e7","Holoprosencephaly","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Holoprosencephaly","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16032; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-15-fb2de802-c26e-4bf6-972f-5b1ae4c01fff","ap_cv-fb2de802-c26e-4bf6-972f-5b1ae4c01fff","Microcephaly","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Holoprosencephaly > Microcephaly","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16033; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-16-73ec3d01-6ee6-49de-a801-efce73ef9a18","ap_cv-73ec3d01-6ee6-49de-a801-efce73ef9a18","Neural Tube Defect","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Neural Tube Defect","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16035; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-17-0d0f7265-6c19-4dcb-8e0f-c60fbb5af2eb","ap_cv-0d0f7265-6c19-4dcb-8e0f-c60fbb5af2eb","Arnold Chiari Malformation","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Lissencephaly > Arnold Chiari Malformation","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16037; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-18-0c25179b-e068-4360-8852-532979f3f529","ap_cv-0c25179b-e068-4360-8852-532979f3f529","Dandy-Walker Malformation","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Lissencephaly > Dandy-Walker Malformation","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16038; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-19-bed1a383-ed14-4c89-85db-bbd106e3f59f","ap_cv-bed1a383-ed14-4c89-85db-bbd106e3f59f","Neuronal Migration Disorder (e.g., Tuber)","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Neuronal Migration Disorder (e.g., Tuber)","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16039; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-20-c44acc70-19b8-4fb1-bc99-a0e802537b76","ap_cv-c44acc70-19b8-4fb1-bc99-a0e802537b76","Hypoxic Encephalopathy","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Hypoxic Encephalopathy","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16040; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-21-37614ae1-7ded-42d2-bf98-c7e99745a4ee","ap_cv-37614ae1-7ded-42d2-bf98-c7e99745a4ee","Parasitic","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Central Nervous System > Parasitic","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16054; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-22-cc886e29-d71a-4be5-a765-421f4f4d4573","ap_cv-cc886e29-d71a-4be5-a765-421f4f4d4573","GVHD","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Skin > GVHD","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16170; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-23-7b0a0cf1-16b2-4b28-b430-dea6eff5dd93","ap_cv-7b0a0cf1-16b2-4b28-b430-dea6eff5dd93","Metabolic, Nutritional, Degenerative, and Toxic Disorders","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Skin > Metabolic, Nutritional, Degenerative, and Toxic Disorders","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16171; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-cv-autopsy-batch-2-card-24-ad7c2a1b-59d5-4eba-8aab-b3014e2e897a","ap_cv-ad7c2a1b-59d5-4eba-8aab-b3014e2e897a","Nevus Sebaceous","Cardiovascular / Autopsy-adjacent","Cardiovascular / autopsy mechanism","PGY1-PGY2","Cardiovascular > Normal Development, Structure, and Function > The Skin > Nevus Sebaceous","cardiovascular autopsy or surgical pathology specimen with clinical history, gross orientation, histology, and cause-of-death question integrated","normal cardiovascular gross or histologic comparator before abnormal pattern recognition","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","mechanism-of-disease, mechanism-of-death, or clinicopathologic correlation stated with appropriate certainty and caveats","common cardiovascular mimic, postmortem artifact, degenerative change, or nonspecific injury pattern selected by faculty","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from unused cardiovascular/autopsy P0 AP specification path at source line 16180; faculty must confirm entity/process placement and batch-2 eligibility.","missing","Needs source-backed definition, normal comparator, gross-micro morphology, mechanism, mimic discriminator, reporting consequence, and safety pitfall.","missing","gross-micro correlation image, diagram, H&E field, or explicit no-image rationale tied to the diagnostic discriminator","missing","Prompts exist; faculty-reviewed diagnosis, mechanism, mimic discriminator, causality limits, and reporting answer key are not yet attached.","missing","Reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
