cardId,sourceQueueId,title,category,gastrointestinalOrganFocus,learnerLevel,difficulty,apSpecPath,sourceLine,specimenContext,normalComparatorPrompt,visualAnchorPlan,mimicDiscriminatorPrompt,reportingConsequencePrompt,taxonomyQa,definition,normalComparator,grossEndoscopicOrLowPowerAnchor,highPowerMicroscopicDiscriminator,topMimic,discriminator,ancillaryOrClinicopathologicCorrelation,reportLanguage,safetyPitfall,visualAssetPathOrRationale,sourceCitation,retrievalAnswerKey,reviewer,reviewDate,decision,taxonomyQaGateStatus,taxonomyQaGateEvidence,contentAuthoringGateStatus,contentAuthoringGateEvidence,visualAnchorGateStatus,visualAnchorGateEvidence,retrievalKeyGateStatus,retrievalKeyGateEvidence,facultyReviewGateStatus,facultyReviewGateEvidence
"p0-gi-card-11-8998a8bd-81eb-4493-a741-bc4c1f0d51e8","ap_gi-8998a8bd-81eb-4493-a741-bc4c1f0d51e8","Hemorrhoids","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Gastrointestinal Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Hemorrhoids","2264","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2264; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-12-d80867cc-a1f7-4a7f-9b67-06ccb36915e6","ap_gi-d80867cc-a1f7-4a7f-9b67-06ccb36915e6","Other infections of the anal canal","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Gastrointestinal Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Other infections of the anal canal","2266","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2266; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-13-6825d573-3be9-4f73-852b-5aaa9122f460","ap_gi-6825d573-3be9-4f73-852b-5aaa9122f460","Hemochromatosis","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Liver and Biliary Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Hemochromatosis","2379","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2379; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-14-76076f02-721a-4cff-94c4-1040aa7bf872","ap_gi-76076f02-721a-4cff-94c4-1040aa7bf872","NASH (Non-alcoholic steatohepatitis)","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Liver and Biliary Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > NASH (Non-alcoholic steatohepatitis)","2387","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2387; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-15-1d6bd63c-eb44-4584-b975-82ab8b97c753","ap_gi-1d6bd63c-eb44-4584-b975-82ab8b97c753","Cirrhosis","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Liver and Biliary Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Cirrhosis","2388","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2388; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-16-b9441316-7a6b-4ba8-a12b-fe83a95afb47","ap_gi-b9441316-7a6b-4ba8-a12b-fe83a95afb47","Amebic abscess","Gastrointestinal","colon / inflammatory bowel disease and infectious colitis","PGY1-PGY2","C","The Digestive System > The Liver and Biliary Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Amebic abscess","2389","colonic biopsy, resection, or appendiceal/ileocolic specimen with disease distribution, treatment status, and infection risk context","normal colonic mucosa with preserved crypt architecture and expected lamina propria inflammation","low-power crypt architecture or membrane/ulcer pattern plus high-power activity, chronicity, organism, or granuloma cue","IBD, infectious colitis, ischemia, medication injury, diversion change, and procedure-related artifact","activity/chronicity grading, dysplasia awareness, organism trigger, and report wording that guides clinicopathologic correlation","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2389; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power crypt architecture or membrane/ulcer pattern plus high-power activity, chronicity, organism, or granuloma cue","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-17-74c916a7-a041-4b2a-b281-dbbdd7ee816a","ap_gi-74c916a7-a041-4b2a-b281-dbbdd7ee816a","Echinococcosis","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Liver and Biliary Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Echinococcosis","2391","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2391; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-18-cbad248a-dfec-45d4-a12a-8d065ed449a9","ap_gi-cbad248a-dfec-45d4-a12a-8d065ed449a9","Hemangioma","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Liver and Biliary Tract > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Hemangioma","2406","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2406; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-19-b6ca632d-d00b-429b-8534-d1e73cd7c305","ap_gi-b6ca632d-d00b-429b-8534-d1e73cd7c305","Autoimmune pancreatitis","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Pancreas > Acute and chronic pancreatitis > Autoimmune pancreatitis","2579","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2579; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"p0-gi-card-20-b72f3c55-4408-46ae-bab7-3bb5894775a6","ap_gi-b72f3c55-4408-46ae-bab7-3bb5894775a6","Infections","Gastrointestinal","gastrointestinal tract","PGY1-PGY2","C","The Digestive System > The Pancreas > Acute and chronic pancreatitis > Infections","2580","GI biopsy, polypectomy, resection, or appendiceal specimen with site, endoscopic appearance, clinical context, and sampling adequacy","site-appropriate normal GI mucosa, crypt/villus architecture, and wall-layer orientation before abnormal pattern recognition","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","common inflammatory, infectious, dysplastic, reactive, tumor, or sampling artifact mimic selected by faculty","diagnostic category, biopsy/resection wording, ancillary or correlation recommendation, and safety-critical caveat","","","","","","","","","","","","","","","","draft","ready-for-review","Generated from Gastrointestinal AP specification path at source line 2580; faculty must confirm entity/process placement and exclusion from prior batches.","missing","Needs source-backed definition, normal comparator, gross/endoscopic or low-power anchor, microscopic discriminator, mimic, pitfall, and report consequence.","missing","low-power GI architecture or gross correlate plus high-power diagnostic discriminator with a normal-site comparator","missing","GI prompt set exists; faculty-reviewed diagnosis, discriminator, consequence, and safety caveat answer key is not yet attached.","missing","GI faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
