index,categoryId,category,rotation,difficulty,learnerLevel,priority,phase,complexity,title,path,deliverables,learningTreatment,assessment,qaStandard,sourceLine,topicId
"11","ap_breast","Breast","Breast pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Therapy induced changes","Breast > Therapy induced changes","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","470","ba5f6b06-f921-4a8e-9e91-24f117a6bf82"
"12","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","high","Acute diffuse intracapillary proliferative glomerulonephritis","The Genitourinary System > Kidney > Medical Kidney Disease > Acute diffuse intracapillary proliferative glomerulonephritis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","case-to-report deliberate practice with checklist feedback, error recovery, and later re-signout","Pattern diagnosis, IF/EM correlation, and report adequacy rubric.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","504","408d838a-0bf3-4ef8-b618-467f327e80ee"
"13","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","high","Non-proliferative glomerulonephropathies","The Genitourinary System > Kidney > Medical Kidney Disease > Non-proliferative glomerulonephropathies","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Pattern diagnosis, IF/EM correlation, and report adequacy rubric.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","576","59e217f3-550d-40fb-ba59-d900d6d5a5af"
"14","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","high","Glomerular diseases associated with isolated hematuria","The Genitourinary System > Kidney > Medical Kidney Disease > Glomerular diseases associated with isolated hematuria","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","case-to-report deliberate practice with checklist feedback, error recovery, and later re-signout","Pattern diagnosis, IF/EM correlation, and report adequacy rubric.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","592","ed2a2521-9be0-4467-831a-e36fdc748100"
"15","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","high","Diseases associated with acellular closure of glomerular capillaries","The Genitourinary System > Kidney > Medical Kidney Disease > Diseases associated with acellular closure of glomerular capillaries","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Pattern diagnosis, IF/EM correlation, and report adequacy rubric.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","608","d3176b1f-e18d-49eb-b9b0-5eeeb00fadc0"
"16","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Lupus nephropathies","The Genitourinary System > Kidney > Medical Kidney Disease > Lupus nephropathies","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Pattern diagnosis, IF/EM correlation, and report adequacy rubric.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","623","76db65fb-36d7-409f-972a-fa9a6dd53f98"
"17","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Radiation Changes","The Genitourinary System > The Urothelial Tract and Bladder > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Radiation Changes","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","754","f940dd77-9151-4b4a-8377-23f7b5e375c6"
"18","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Diverticula","The Genitourinary System > The Urothelial Tract and Bladder > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Diverticula","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","757","bc90e1cf-b575-4be6-95e0-95b105b8efaa"
"19","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Urethral polyp","The Genitourinary System > The Urothelial Tract and Bladder > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Urethral polyp","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","761","2acaf2ec-9515-4398-a7b4-6c624aa84638"
"20","ap_gu","Medical Kidney / GU","Renal pathology / GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","BCG effects","The Genitourinary System > The Urothelial Tract and Bladder > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > BCG effects","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","762","c7c74b2a-9d75-4b81-b78b-fdbf4e85c76d"
"21","ap_male_repro","Male Reproductive","GU pathology","AR","PGY2-PGY4","P2 rotation depth gap","Phase 3: rotation depth","moderate","Atrophy","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Atrophy","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","825","4216deca-b33d-4f62-90b5-0ce6b04d7c51"
"22","ap_male_repro","Male Reproductive","GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Amyloid","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Amyloid","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","897","cd232d7a-75c4-462f-8db3-45e5dd5fae86"
"23","ap_male_repro","Male Reproductive","GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Extraprostatic extension","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Extraprostatic extension","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","928","bcadc6fc-94e8-4484-aa77-31ac0e5b95a5"
"24","ap_male_repro","Male Reproductive","GU pathology","AR","PGY2-PGY4","P2 rotation depth gap","Phase 3: rotation depth","moderate","Estimation of tumor volume","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Estimation of tumor volume","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","contrastive learning set with two near-misses, diagnostic threshold cue, and delayed mixed retrieval","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","932","0c7bd40f-888c-470c-89eb-79b954a4ea72"
"25","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Therapy effects","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Therapy effects","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","934","d0002ddb-59d7-4291-ab26-ae2e0500cd11"
"26","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Radiation","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Radiation","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","935","086dc285-f31c-47de-a26a-6f1bde3759f4"
"27","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Anti-androgen","Male Reproductive System > Prostate and Seminal Vesicles > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Anti-androgen","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","936","66b61461-a7b8-46e3-a33b-330c7a80ccef"
"28","ap_male_repro","Male Reproductive","GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Cryptorchidism","Male Reproductive System > Testis > Cryptorchidism","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","982","416e8c98-54de-4305-a1ff-aaf044a4a7bd"
"29","ap_male_repro","Male Reproductive","GU pathology","AR","PGY2-PGY4","P2 rotation depth gap","Phase 3: rotation depth","moderate","Radiation effects","Male Reproductive System > Testis > Fibroma > Radiation effects","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","1069","22ff98f8-5a30-4a2d-b6a6-a65ab720e5e0"
"30","ap_male_repro","Male Reproductive","GU pathology","AR","PGY2-PGY4","P2 rotation depth gap","Phase 3: rotation depth","high","Intersex syndromes","Male Reproductive System > Testis > Fibroma > Intersex syndromes","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","1070","cd2c73fe-fb6f-4e35-9057-d7f32e5869b1"
"31","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Chemotherapy effects","Male Reproductive System > Testis > Fibroma > Intersex syndromes > Chemotherapy effects","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1071","07505e7f-2617-4c45-ba2d-dde19a1b276f"
"32","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Hematopoietic tumors","Male Reproductive System > Testis > Fibroma > Hematopoietic tumors","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","contrastive learning set with two near-misses, diagnostic threshold cue, and delayed mixed retrieval","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1072","b000a860-34f1-4eec-a78d-595420d7c306"
"33","ap_male_repro","Male Reproductive","GU pathology","AR","PGY2-PGY4","P2 rotation depth gap","Phase 3: rotation depth","moderate","Leukemia","Male Reproductive System > Testis > Leukemia","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","1074","fcf1a7c6-dd47-4830-a6e7-9fc92618b709"
"34","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Epididymal tumors","Male Reproductive System > Testis > Plasmacytoma > Epididymal tumors","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","contrastive learning set with two near-misses, diagnostic threshold cue, and delayed mixed retrieval","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1082","142e18c8-27bc-4d9e-b318-e61380fe19ac"
"35","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Infertility Issues","Male Reproductive System > Testis > Infertility Issues","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1083","5ba57760-82c2-4cf3-948c-15549d8efc8e"
"36","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Hypospermatogenesis","Male Reproductive System > Testis > Infertility Issues > Hypospermatogenesis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1084","3d158828-bb91-48be-a94c-537e65bfe81a"
"37","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Germinal cell aplasia","Male Reproductive System > Testis > Germinal cell aplasia","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1086","5727964c-9c96-4836-a427-dc954247ee53"
"38","ap_male_repro","Male Reproductive","GU pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Karyotypic abnormalities","Male Reproductive System > Testis > Karyotypic abnormalities","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","1087","3ac046e0-dbb3-4969-87fb-cc565979c9c0"
"39","ap_male_repro","Male Reproductive","GU pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Bowenoid papulosis","Male Reproductive System > Penis > Lichen schlerosis > Bowenoid papulosis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","1196","ae24d27b-2eda-417d-b7ee-fa4393f3f2b2"
"40","ap_cv","Cardiovascular / Autopsy-adjacent","Autopsy, cardiovascular, and pulmonary pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Medial calcification (e.g., Monckeberg)","Cardiovascular > Normal Anatomy and Histology > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Medial calcification (e.g., Monckeberg)","gross-micro correlation card; autopsy clinicopathologic correlation drill; mechanism-of-death reasoning check; image/gross atlas entry","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","1215","61be0cb0-c511-4759-9e7a-0b40b4b90d1e"
"41","ap_cv","Cardiovascular / Autopsy-adjacent","Autopsy, cardiovascular, and pulmonary pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Atherosclerosis","Cardiovascular > Normal Anatomy and Histology > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Atherosclerosis","gross-micro correlation card; autopsy clinicopathologic correlation drill; mechanism-of-death reasoning check; image/gross atlas entry","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","1216","23a7bf9b-0c22-4d6b-9183-4e2c06cdef6b"
"42","ap_cv","Cardiovascular / Autopsy-adjacent","Autopsy, cardiovascular, and pulmonary pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Primary cardiomyopathy","Cardiovascular > Normal Anatomy and Histology > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Primary cardiomyopathy","gross-micro correlation card; autopsy clinicopathologic correlation drill; mechanism-of-death reasoning check; image/gross atlas entry","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","1219","a639b4ae-c0d4-4906-99c7-8f24e6dbe373"
"43","ap_cv","Cardiovascular / Autopsy-adjacent","Autopsy, cardiovascular, and pulmonary pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Dilated cardiomyopathy","Cardiovascular > Normal Anatomy and Histology > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Dilated cardiomyopathy","gross-micro correlation card; autopsy clinicopathologic correlation drill; mechanism-of-death reasoning check; image/gross atlas entry","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","1220","facf68e3-1ae4-428f-95a2-28ad00ee0a2c"
